index,Sku,Style Id,Catalog,Category,Weight,TP,MRP Old,Final MRP Old,Ajio MRP,Amazon MRP,Amazon FBA MRP,Flipkart MRP,Limeroad MRP,Myntra MRP,Paytm MRP,Snapdeal MRP,Markup,Markup %,Price_Outlier
293,Os190_1128_3XL,Os190_1128,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,1725.0,302.6315789473684,False
294,Os192_1124_S,Os192_1124,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,1725.0,302.6315789473684,False
295,Os192_1124_M,Os192_1124,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,1725.0,302.6315789473684,False
296,Os192_1124_L,Os192_1124,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,1725.0,302.6315789473684,False
297,Os192_1124_XL,Os192_1124,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,1725.0,302.6315789473684,False
298,Os192_1124_2XL,Os192_1124,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,1725.0,302.6315789473684,False
299,Os192_1124_3XL,Os192_1124,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,1725.0,302.6315789473684,False
300,Os172_1092_S,Os172_1092,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,1725.0,302.6315789473684,False
301,Os172_1092_M,Os172_1092,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,1725.0,302.6315789473684,False
302,Os172_1092_L,Os172_1092,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,1725.0,302.6315789473684,False
303,Os172_1092_XL,Os172_1092,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,1725.0,302.6315789473684,False
304,Os172_1092_2XL,Os172_1092,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,1725.0,302.6315789473684,False
305,Os172_1092_3XL,Os172_1092,Mix,Kurta,0.3,570.0,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,1725.0,302.6315789473684,False
306,Os176_1015_S,Os176_1015,Mix,Kurta,0.3,724.0,2918.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,2371.0,327.4861878453039,False
307,Os176_1015_M,Os176_1015,Mix,Kurta,0.3,724.0,2918.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,2371.0,327.4861878453039,False
308,Os176_1015_L,Os176_1015,Mix,Kurta,0.3,724.0,2918.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,2371.0,327.4861878453039,False
309,Os176_1015_XL,Os176_1015,Mix,Kurta,0.3,724.0,2918.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,2371.0,327.4861878453039,False
310,Os176_1015_2XL,Os176_1015,Mix,Kurta,0.3,724.0,2918.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,2371.0,327.4861878453039,False
311,Os176_1015_3XL,Os176_1015,Mix,Kurta,0.3,724.0,2918.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,2371.0,327.4861878453039,False
312,Os196_1371_S,Os196_1371,Mix,Kurta,0.3,538.0,2178.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,1757.0,326.57992565055764,False
313,Os196_1371_M,Os196_1371,Mix,Kurta,0.3,538.0,2178.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,1757.0,326.57992565055764,False
314,Os196_1371_L,Os196_1371,Mix,Kurta,0.3,538.0,2178.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,1757.0,326.57992565055764,False
315,Os196_1371_XL,Os196_1371,Mix,Kurta,0.3,538.0,2178.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,1757.0,326.57992565055764,False
316,Os196_1371_2XL,Os196_1371,Mix,Kurta,0.3,538.0,2178.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,1757.0,326.57992565055764,False
317,Os196_1371_3XL,Os196_1371,Mix,Kurta,0.3,538.0,2178.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,1757.0,326.57992565055764,False
318,Os193_1062_S,Os193_1062,Mix,Kurta,0.3,570.0,2298.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,1825.0,320.17543859649123,False
319,Os193_1062_M,Os193_1062,Mix,Kurta,0.3,570.0,2298.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,1825.0,320.17543859649123,False
320,Os193_1062_L,Os193_1062,Mix,Kurta,0.3,570.0,2298.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,1825.0,320.17543859649123,False
321,Os193_1062_XL,Os193_1062,Mix,Kurta,0.3,570.0,2298.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,1825.0,320.17543859649123,False
322,Os193_1062_2XL,Os193_1062,Mix,Kurta,0.3,570.0,2298.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,1825.0,320.17543859649123,False
323,Os193_1062_3XL,Os193_1062,Mix,Kurta,0.3,570.0,2298.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,1825.0,320.17543859649123,False
324,Os205_1054_S,Os205_1054,Mix,Kurta,0.3,570.0,2298.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,1825.0,320.17543859649123,False
325,Os205_1054_M,Os205_1054,Mix,Kurta,0.3,570.0,2298.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,1825.0,320.17543859649123,False
326,Os205_1054_L,Os205_1054,Mix,Kurta,0.3,570.0,2298.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,1825.0,320.17543859649123,False
327,Os205_1054_XL,Os205_1054,Mix,Kurta,0.3,570.0,2298.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,1825.0,320.17543859649123,False
328,Os205_1054_2XL,Os205_1054,Mix,Kurta,0.3,570.0,2298.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,1825.0,320.17543859649123,False
329,Os205_1054_3XL,Os205_1054,Mix,Kurta,0.3,570.0,2298.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,1825.0,320.17543859649123,False
330,Os203_1100_S,Os203_1100,Mix,Kurta,0.3,529.0,2138.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,1866.0,352.74102079395084,False
331,Os203_1100_M,Os203_1100,Mix,Kurta,0.3,529.0,2138.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,1866.0,352.74102079395084,False
332,Os203_1100_L,Os203_1100,Mix,Kurta,0.3,529.0,2138.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,1866.0,352.74102079395084,False
333,Os203_1100_XL,Os203_1100,Mix,Kurta,0.3,529.0,2138.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,1866.0,352.74102079395084,False
334,Os203_1100_2XL,Os203_1100,Mix,Kurta,0.3,529.0,2138.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,1866.0,352.74102079395084,False
335,Os203_1100_3XL,Os203_1100,Mix,Kurta,0.3,529.0,2138.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,1866.0,352.74102079395084,False
336,Os204_3091_S,Os204_3091,Mix,Kurta,0.3,529.0,2138.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,1866.0,352.74102079395084,False
337,Os204_3091_M,Os204_3091,Mix,Kurta,0.3,529.0,2138.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,1866.0,352.74102079395084,False
338,Os204_3091_L,Os204_3091,Mix,Kurta,0.3,529.0,2138.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,1866.0,352.74102079395084,False
339,Os204_3091_XL,Os204_3091,Mix,Kurta,0.3,529.0,2138.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,1866.0,352.74102079395084,False
340,Os204_3091_2XL,Os204_3091,Mix,Kurta,0.3,529.0,2138.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,1866.0,352.74102079395084,False
341,Os204_3091_3XL,Os204_3091,Mix,Kurta,0.3,529.0,2210.0,2395.0,2395.0,2395.0,2395.0,2295.0,2295.0,2395.0,2395.0,2395.0,1866.0,352.74102079395084,False
342,Os160_S,Os160,Mix,Kurta,0.3,424.0,2240.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0,1271.0,299.76415094339626,False
343,Os160_M,Os160,Mix,Kurta,0.3,424.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0,1271.0,299.76415094339626,False
344,Os160_L,Os160,Mix,Kurta,0.3,424.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0,1271.0,299.76415094339626,False
345,Os160_XL,Os160,Mix,Kurta,0.3,424.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0,1271.0,299.76415094339626,False
346,Os160_2XL,Os160,Mix,Kurta,0.3,424.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0,1271.0,299.76415094339626,False
347,Os160_3XL,Os160,Mix,Kurta,0.3,424.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0,1271.0,299.76415094339626,False
348,Os162_S,Os162,Mix,Kurta,0.3,424.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0,1271.0,299.76415094339626,False
349,Os162_M,Os162,Mix,Kurta,0.3,424.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0,1271.0,299.76415094339626,False
350,Os162_L,Os162,Mix,Kurta,0.3,424.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0,1271.0,299.76415094339626,False
351,Os162_XL,Os162,Mix,Kurta,0.3,424.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0,1271.0,299.76415094339626,False
352,Os162_2XL,Os162,Mix,Kurta,0.3,424.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0,1271.0,299.76415094339626,False
353,Os162_3XL,Os162,Mix,Kurta,0.3,424.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0,1271.0,299.76415094339626,False
354,Os110_14253_S,Os110_14253,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
355,Os110_14253_M,Os110_14253,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
356,Os110_14253_L,Os110_14253,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
357,Os110_14253_XL,Os110_14253,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
358,Os110_14253_2XL,Os110_14253,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
359,Os110_14253_3XL,Os110_14253,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
360,Os117_3063_S,Os117_3063,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
361,Os117_3063_M,Os117_3063,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
362,Os117_3063_L,Os117_3063,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
363,Os117_3063_XL,Os117_3063,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
364,Os117_3063_2XL,Os117_3063,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
365,Os117_3063_3XL,Os117_3063,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
366,Os122_1736_S,Os122_1736,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1895.0,1424.0,302.3354564755839,False
367,Os122_1736_M,Os122_1736,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1895.0,1424.0,302.3354564755839,False
368,Os122_1736_L,Os122_1736,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,1424.0,302.3354564755839,False
369,Os122_1736_XL,Os122_1736,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,1424.0,302.3354564755839,False
370,Os122_1736_2XL,Os122_1736,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1895.0,1424.0,302.3354564755839,False
371,Os122_1736_3XL,Os122_1736,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1895.0,1424.0,302.3354564755839,False
372,Os119_3094_S,Os119_3094,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,1424.0,302.3354564755839,False
373,Os119_3094_M,Os119_3094,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,1424.0,302.3354564755839,False
374,Os119_3094_L,Os119_3094,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,1424.0,302.3354564755839,False
375,Os119_3094_XL,Os119_3094,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,1424.0,302.3354564755839,False
376,Os119_3094_2XL,Os119_3094,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,1424.0,302.3354564755839,False
377,Os119_3094_3XL,Os119_3094,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,1424.0,302.3354564755839,False
378,Os120_14412_S,Os120_14412,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1895.0,1424.0,302.3354564755839,False
379,Os120_14412_M,Os120_14412,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,1424.0,302.3354564755839,False
380,Os120_14412_L,Os120_14412,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,1424.0,302.3354564755839,False
381,Os120_14412_XL,Os120_14412,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,1424.0,302.3354564755839,False
382,Os120_14412_2XL,Os120_14412,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1895.0,1424.0,302.3354564755839,False
383,Os120_14412_3XL,Os120_14412,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1895.0,1424.0,302.3354564755839,False
384,Os126_14249_S,Os126_14249,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
385,Os126_14249_M,Os126_14249,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
386,Os126_14249_L,Os126_14249,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
387,Os126_14249_XL,Os126_14249,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
388,Os126_14249_2XL,Os126_14249,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
389,Os126_14249_3XL,Os126_14249,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
390,Os132_1866_S,Os132_1866,Mix,Kurta,0.3,286.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,909.0,317.83216783216784,False
391,Os132_1866_M,Os132_1866,Mix,Kurta,0.3,286.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,909.0,317.83216783216784,False
392,Os132_1866_L,Os132_1866,Mix,Kurta,0.3,286.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,909.0,317.83216783216784,False
393,Os132_1866_XL,Os132_1866,Mix,Kurta,0.3,286.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,909.0,317.83216783216784,False
394,Os132_1866_2XL,Os132_1866,Mix,Kurta,0.3,286.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,909.0,317.83216783216784,False
395,Os132_1866_3XL,Os132_1866,Mix,Kurta,0.3,286.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,909.0,317.83216783216784,False
396,Os116_14254_S,Os116_14254,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
397,Os116_14254_M,Os116_14254,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
398,Os116_14254_L,Os116_14254,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
399,Os116_14254_XL,Os116_14254,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
400,Os116_14254_2XL,Os116_14254,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
401,Os116_14254_3XL,Os116_14254,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
402,Os113_3090_S,Os113_3090,Mix,Kurta,0.3,500.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,2095.0,1995.0,1995.0,2095.0,1495.0,299.0,False
403,Os113_3090_M,Os113_3090,Mix,Kurta,0.3,500.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,2095.0,1995.0,1995.0,2095.0,1495.0,299.0,False
404,Os113_3090_L,Os113_3090,Mix,Kurta,0.3,500.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,2095.0,1995.0,1995.0,2095.0,1495.0,299.0,False
405,Os113_3090_XL,Os113_3090,Mix,Kurta,0.3,500.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,2095.0,1995.0,1995.0,2095.0,1495.0,299.0,False
406,Os113_3090_2XL,Os113_3090,Mix,Kurta,0.3,500.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,2095.0,1995.0,1995.0,2095.0,1495.0,299.0,False
407,Os113_3090_3XL,Os113_3090,Mix,Kurta,0.3,500.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,2095.0,1995.0,1995.0,2095.0,1495.0,299.0,False
408,Os111_3074_S,Os111_3074,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,1424.0,302.3354564755839,False
409,Os111_3074_M,Os111_3074,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,1424.0,302.3354564755839,False
410,Os111_3074_L,Os111_3074,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,1424.0,302.3354564755839,False
411,Os111_3074_XL,Os111_3074,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,1424.0,302.3354564755839,False
412,Os111_3074_2XL,Os111_3074,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,1424.0,302.3354564755839,False
413,Os111_3074_3XL,Os111_3074,Mix,Kurta,0.3,471.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1995.0,1895.0,1895.0,1995.0,1424.0,302.3354564755839,False
414,Os123_1332_S,Os123_1332,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
415,Os123_1332_M,Os123_1332,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
416,Os123_1332_L,Os123_1332,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
417,Os123_1332_XL,Os123_1332,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
418,Os123_1332_2XL,Os123_1332,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
419,Os123_1332_3XL,Os123_1332,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
420,Os141_1331_S,Os141_1331,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
421,Os141_1331_M,Os141_1331,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
422,Os141_1331_L,Os141_1331,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
423,Os141_1331_XL,Os141_1331,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
424,Os141_1331_2XL,Os141_1331,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
425,Os141_1331_3XL,Os141_1331,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
426,Os102_14255_S,Os102_14255,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
427,Os102_14255_M,Os102_14255,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
428,Os102_14255_L,Os102_14255,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
429,Os102_14255_XL,Os102_14255,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
430,Os102_14255_2XL,Os102_14255,Mix,Kurta,0.3,381.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1214.0,318.6351706036745,False
